id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
15732,ibml,www.ibml.com,"Computer Hardware & Software",5,https://media.glassdoor.com/sqll/15732/ibml-squarelogo-1426850114402.png,3.1,OK,3.5,3.1,3.9,2.9,3.9,0.6,4546753,"2014-07-09 07:15:44.037",Employee,"Birmingham; AL","Best company I've worked for in a very long time","Great coworkers and management; flexible when it comes to schedules; great benefits and pay.  Employees are regularly encouraged to offer feedback.  Management makes sure that many tools are available to employees in the form of collaboration resources; training; advice from senior team members; and more.  IBML regularly has company-wide events to engage all employees.  CEO is very open about what is going on within the company and keeps employees well informed about the company's production status and financial outlook.","Some positions tend to have no room for growth.  This is not true for all; but some I have seen.",5,"Derrick Murphy","President and CEO",4,78,22
821559,CBM,www.cbm.com.lb,"Enterprise Software & Network Solutions",3,,2.8,OK,3.2,3.2,3.2,3.2,3.2,0.0,8049282,"2015-09-23 08:20:56.573",Employee,"Chicago; IL","Catering Superviser","Part time flexibility in selecting shifts","Limited opportunity for advancement with compensation",3,--,--,--,--,--
537746,"Clary Business Machines",www.clarybusinessmachines.com,Wholesale,3,,4.3,"Very Satisfied",3.0,2.7,2.3,3.3,2.7,0.3,1778903,"2012-07-27 08:44:24.933","Senior Pricing Analyst","Karāchi (Pakistan)","Best company I have worked for so far.......","Good working environment  Excellent set of team (in KHI and US Team)","Not for now I believe.....",5,"Sufian Munir",CEO,1,100,0
682756,"Electronic Business Machines",www.ebmco.com,"Advertising & Marketing",2,,5,"Very Satisfied",5.0,4.4,3.9,4.6,4.4,1.0,6618631,"2015-05-16 11:49:41.307",Employee,"Everett; WA","Great environment - up and coming...","This is a great group of people to work with.  Started as a family owned business and still retains that feel.  They care about their employees which is rare in this industry segment.  Great product line and solutions.  Developing a pretty competitive solutions portfolio which is where this industry is headed so they are positioned well for long term growth - and they have been growing.  I have nothing but great things to say about the people at EBM.  They are becoming a force to be reckoned with.","You will need to be self motivated to learn.  That said; you won't survive in this industry without that.",5,--,--,--,--,--
982011,"Guelph Business Machines",www.guelphbusinessmachines.ca,,2,,1,"Very Dissatisfied",1.0,1.0,2.5,1.0,1.5,0.0,7802471,"2015-09-01 11:52:11.637",Employee,"Guelph; ON (Canada)","Toxic Management & Culture","Company has been in business since 1966.  Deals in quality products.","Toxic; every-man-for-himself culture.  Management team is powerless and ineffective.  Poor pay scale.  Owner is dishonest in dealings with both customers and employees.",1,--,--,--,--,--
647634,"Whitaker Brothers Business Machines",www.whitakerbrothers.com,Wholesale,2,,4.5,"Very Satisfied",5.0,5.0,3.0,4.0,5.0,1.0,2998261,"2013-08-31 03:57:14.627","Marketing/Video Production Intern","Rockville; MD","Learned so much and had the best work experience.","- Very family-oriented - it's very rare to find an internship that is eager to teach you new skills and treats you equally with everyone else. My mentors and everyone in the office were very friendly.  - Fun projects - the marketing team is very creative and always has exciting campaigns to work on. I never had to work on the same task every day.   - New skills acquired - I was trained to use several digital tools such as Adobe Photoshop; iMovie; Garage Band; and other programs. After voicing my learning interests; my mentor made sure to provide me basic training and referred me to the best resources.","- My internship was nonpaid; but they tried their best to make sure I gained invaluable skills from my experience.",5,--,--,--,--,--

386,Kroger,www.kroger.com,"Vehicle Dealers",3278,https://media.glassdoor.com/sqll/386/kroger-squarelogo.png,3,OK,3.1,2.7,2.8,2.9,2.9,0.5,9048535,"2016-01-01 18:45:13.973",Employee,"McDonough; GA","Store Management","Being able to coach and train others to a level to better execute their current job duties better than they did before","Stressful at times. have to deal with troublesome vendors; customers; and associates on a pretty regular basis. Hours are pretty demanding (50+) week and holidays",5,"Rodney McMullen",CEO,575,68,32
688969,"Tom Thumb Convenience",www.tomt.com,"Department; Clothing; & Shoe Stores",6,https://media.glassdoor.com/sqll/688969/tom-thumb-convenience-squarelogo-1435784119456.png,3.4,OK,4.1,3.4,4.0,4.4,3.0,1.0,8718646,"2015-11-22 09:18:03.933","Sales Associate/Cashier","Milton; FL","Great Job","Great experience; good employees; pay is about average; but its better than other jobs.","Most of the time you just have to bite the bullet.",4,--,--,--,--,--
1022027,"Foods Co.",www.foodsco.net,"Food & Beverage Stores",4,https://media.glassdoor.com/sqll/1022027/food-co-squarelogo-1436200631221.png,3,OK,0.0,0.0,0.0,0.0,0.0,0.0,9043472,"2015-12-31 16:36:11.117",Employee,,"Great if you like fish","environmental development; new products; livestock","fish die; people are disappointed in their deaths",4,--,--,--,--,--
1022024,Baker's,www.bakersplus.com,"Food & Beverage Stores",0,https://media.glassdoor.com/sqll/1022024/baker-s-squarelogo-1436199666617.png,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
1022029,"Quik Stop",jobs.kroger.com,"Food & Beverage Stores",0,https://media.glassdoor.com/sqll/1022029/quik-stop-squarelogo-1436201557086.png,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
293433,"Kroger Limited Partnership",www.thekrogerco.com,Wholesale,28,https://media.glassdoor.com/sqll/293433/kroger-limited-partnership-squarelogo-1424073329981.png,3.3,OK,3.0,2.9,3.2,3.2,3.0,0.6,7577821,"2015-08-13 21:17:58.29",Employee,,"Good Company","Great benefits for management.  Clerks have their own benefits under the union.","Hire clerks who are not capable of doing their jobs.",4,"Rodney McMullen","Chairman and CEO",0,0,0
386549,"Kroger Burrus",www.krogerlaw.com,Accounting,2,,3.4,OK,2.0,3.1,2.4,2.1,4.2,1.0,866331,"2011-03-24 14:31:04.77",Employee,"Houston; TX","Great small firm...very good people","Great people; good location; growth opportunities are not limited.","Business is narrowly focused.  Web footprint could be broader. More interactive.",4,"Edward J. Kroger","Managing Partner",0,0,0
1111545,"Arnold & Kröger",www.arnold-kroeger.de,,0,https://media.glassdoor.com/sqll/1111545/arnold-and-kröger-squarelogo-1450170824204.png,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,"Oliver Arnold",INHABER,0,0,0
696089,"Kroger Gardis & Regas",www.kgrlaw.com,Accounting,0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
1022025,"Owen's Market",www.owensmarket.com,"Food & Beverage Stores",0,https://media.glassdoor.com/sqll/1022025/owen-s-market-squarelogo-1436201192825.png,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

7657,"Marathon Petroleum",www.marathonpetroleum.com,"Oil & Gas Exploration & Production",184,https://media.glassdoor.com/sqll/7657/marathon-petroleum-squarelogo.png,3.9,Satisfied,3.8,3.6,4.2,3.7,3.6,0.8,9017620,"2015-12-28 15:29:02.067",Employee,"Cleveland; OH","Treasury Intern","Great people; hands on experience; understanding of corporate finance organization","Location; specialization of treasury difficult to do specialized work",5,"Gary R. Heminger","President and Director",93,87,13

8843,Citi,www.citigroup.com,"Investment Banking & Asset Management",4460,https://media.glassdoor.com/sqll/8843/citi-squarelogo-1442955732838.png,3.4,OK,3.3,3.0,3.3,3.3,3.3,0.7,9053383,"2016-01-02 14:14:47.07","Senior Vice President - Technology","Jacksonville; FL","Senior Vice President","Great opportunities for early and mid-career; proven performers who seek them.  A great global culture.  Great people.  Never a need to suffer from boredom!  Great focus on hiring and growing talent (in the past couple of years).  Good corporate focus on women and developing their talent as executives.","Can be very political.  Meritocracy gets watered down due to bell-curve ratings within individual groups and functions.  The rating/ranking system doesn't encourage or reward high-performing teams.  Holding the ""corporate line"" is rewarded more than hard results sometimes.",4,"Michael Corbat","Chief Executive Officer; Citigroup",1162,83,17
38341,"Nikko Citigroup",www.nikkocitigroup.com,,2,,2.7,OK,4.0,2.7,3.4,2.7,4.3,0.7,5557110,"2014-12-17 17:21:33.7","Senior Performance Analyst","New York; NY","Working at Citi","flexible work schedule; online training classes; good benefits; 6% match 401k; ethics oriented; employee feedback surveys; employee awards","no mentoring; no flexibility in career path; focused too much on costs;",3,"Hideo Abe","CEO and Director",0,0,0

55,ADM,www.adm.com,"Food Production",273,https://media.glassdoor.com/sqll/55/adm-squarelogo.png,3.3,OK,3.3,2.9,3.4,3.3,2.9,0.7,9019522,"2015-12-28 19:57:51.257",Employee,"Decatur; IL","Wonderful Experience","Helpful company culture-everyone was willing to be open and receptive to questioning. Good learning environment and clear path for growth. They guide you along in your internship and ensure you obtain a quality experience.","I found them to be a bit technologically dated. However; that is getting nitpicky",5,"Juan R. Luciano","President and CEO",34,88,12
35620,"Pura Foods",www.adm.com/en-US/worldwide/united_kingdom/ADM-Trading/Pages/default.aspx,"Food & Beverage Manufacturing",0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,"Robert Hobson","Managing Director",0,0,0

2703,AmerisourceBergen,www.amerisourcebergen.com,"Biotech & Pharmaceuticals",377,https://media.glassdoor.com/sqll/2703/amerisourcebergen-squarelogo-1406304315947.png,3.2,OK,3.2,2.7,3.4,3.0,3.1,0.7,9030481,"2015-12-30 01:19:15.403",Employee,,"Manual Pick","Everyone is very friendly and professional. Pay is reasonable. Good benefits.","Takes a toll on you physically. Foot and back pain. Overnight shift leaves little room to have a life outside of work. 6pm until at least 230am usually but can be as late as 5am.",4,"Steven Collis","President & CEO",147,79,21

8876,"Wells Fargo",www.wellsfargo.com,"Banks & Credit Unions",11110,https://media.glassdoor.com/sqll/8876/wells-fargo-squarelogo.png,3.3,OK,3.3,2.9,3.4,3.5,3.3,0.6,5460539,"2014-12-01 04:27:37.777",Anonymous,,"Cross Sell or Unemployment; Wells Fargo Only Wants Employees To Sell Customers","Benefits (but cost creeping up and coverage creeping down each year); Good Morale Both Management and Coworkers; and Honestly a Great Company.","Cross Selling is the only focus now; firing employees who are great at their job in every area that should matter but if the cross selling results are not meeting the ever ridiculous quota (which continues to rise) than you may not have a job next month. Expectation for customers to say yes to cross selling; leaving you with no real control of your job security. Stress!",4,"John G. Stumpf","President; CEO; and Director",5249,78,22
826155,"Wells Fargo IMAX Theatre at Marbles",www.imaxraleigh.org,"Movie Theaters",0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

102,Boeing,www.boeing.com,"Aerospace & Defense",3455,https://media.glassdoor.com/sqll/102/boeing-squarelogo.png,3.6,Satisfied,3.2,2.8,3.9,3.4,3.7,0.7,9048207,"2016-01-01 17:25:18.653",Employee,,"Long-time employee","Endless opportunities for employees with initiative  Strong focus on employee engagement  Good salary","Bureaucracy  Minimal raises and small bonus",5,"Dennis A. Muilenburg",CEO,273,86,14
697,"United Technologies",www.utc.com,"Aerospace & Defense",382,https://media.glassdoor.com/sqll/697/united-technologies-squarelogo.png,3.2,OK,3.0,2.7,3.2,3.1,3.0,0.6,8982277,"2015-12-22 11:31:28.217","Manufacturing Associate & Material Specialist","Wabash; IN","UTEC review","Plenty of overtime for those who want it.","To much overtime forpeople who want to have a life.",4,"Gregory J. Hayes","President & CEO",30,65,35
3631,Aviall,www.aviall.com,"Aerospace & Defense",77,https://media.glassdoor.com/sqll/3631/aviall-squarelogo-1399910318432.png,3,OK,2.7,2.6,3.2,2.5,2.8,0.5,8314357,"2015-10-15 13:42:27.227",Employee,,"Customer Service Representative","Great company; good benefits; loyalty towards employees.",".Growth withing the company seems limited",4,"Ed Dolanski","President and Chief Executive Officer",41,38,62
17792,BECU,www.becu.org,"Investment Banking & Asset Management",65,https://media.glassdoor.com/sqll/17792/becu-squarelogo.png,3.6,Satisfied,4.0,3.2,3.9,2.6,3.3,0.6,8715317,"2015-11-21 17:39:47.137",Employee,,"member consltant","they rock very good company","its a fantastic company none",5,"Benson Porter",CEO,27,84,16
32815,"Continental Datagraphics",www.cdgnow.com,"Aerospace & Defense",33,https://media.glassdoor.com/sqll/32815/continental-datagraphics-squarelogo-1424183041682.png,3.1,OK,3.3,2.8,3.7,2.7,3.7,0.5,8764391,"2015-11-28 06:36:08.13","Technical Writer","San Diego; CA","Tech Writer ter 2","I enjoyed the every day with a new project every day and training new employees and working and guiding them.","I felt like there was no cons with the exceptions of there chairs were not updated when I first started working there.",5,"David Malmo","President and CEO",7,86,14
361021,"Aviation Partners Boeing",www.aviationpartnersboeing.com,"Aerospace & Defense",6,https://media.glassdoor.com/sqll/361021/aviation-partners-boeing-squarelogo-1442497112385.png,2.3,Dissatisfied,1.7,1.5,2.6,1.7,2.1,0.2,8516778,"2015-11-02 19:53:40.747",Manager,"Renton; WA","Boeing Contract Employment","Boeing is a thriving company with lots of business in the pipeline. Work environments are relatively pleasant. Employee cafeterias have a variety of foods to suit different tastes.","Boeing is too big to maintain common policies. Managers are rotated too frequently and often don't understand the group's responsibilities and functions they oversee. Contract employees are seen as ""less than"" people to be hired and discarded as the wind blows.",3,"Bill Ashworth","President and CEO",0,0,0
313642,"Future of Flight",www.futureofflight.org,"Hotels; Motels; & Resorts",3,,2.7,OK,2.0,2.4,2.0,2.0,3.3,0.4,2333889,"2013-02-01 19:35:12.833","Ticketing Agent","Mukilteo; WA","Hire Your Family & Friends","- Partake in Boeing events  - Meet people from around the world  - Learn about airplanes  - Troubleshoot difficult situations","- No: vacation or sick time; medical/dental benefits or 401K; holiday bonus   - No opportunities for: full-time employment; promotion  - Nepotism: family members make more money than more qualified employees  - Summer hours cut: management hire interns from other countries and pays them low wages. They then cut your hours  - Refunding unhappy customers for gallery tickets because they gallery is so LAME",3,--,--,--,--,--
988559,"John E. Boeing Company",www.jebconet.com,,1,,5,"Very Satisfied",5.0,5.0,5.0,5.0,5.0,1.0,6429814,"2015-04-24 10:58:00.217",Co-Owner,"Nashua; NH",President,"The entire company exhibits the highest professional standard at all times. Outstanding staff.","As a Manufacturers Rep we are always caught between the needs of our clients and the demands of the manufacturers we represent and they are not always in synch.",5,--,--,--,--,--
40047,"Alteon Training",www.alteontraining.com,"Education Training Services",1,,4,Satisfied,0.0,4.0,4.0,4.0,4.0,1.0,1411741,"2012-03-27 01:28:25.27","Assebley B","North Charleston; SC",Good,"Good pay lots of Overtime","Ned more training not enough experts",4,"Sherry A. Carbary",President,1,100,0
912920,"Boeing (via Volt Tech Resources)",www.www;volt.com,,0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

544,"Procter & Gamble",www.pg.com,"Consumer Products Manufacturing",3295,https://media.glassdoor.com/sqll/544/procter-and-gamble-squarelogo.png,3.8,Satisfied,4.1,3.3,3.9,3.5,3.5,0.8,8987781,"2015-12-23 05:11:42.743","Supply Chain Manager","Avenel; NJ","Stable work; good benefits","Career growth opportunities; great people; you can develop yourself and your capabilities","There are not too many cons",5,"David S. Taylor","President and CEO",32,92,8
3202,"Goodwin Procter",www.goodwinprocter.com,Legal,54,https://media.glassdoor.com/sqll/3202/goodwin-procter-squarelogo.png,3.7,Satisfied,3.8,3.4,4.0,3.1,3.7,0.7,8730280,"2015-11-23 14:04:05.67","Conflicts Analyst","Boston; MA","Great Firm","There is an Entrepreneurial spirit throughout the firm.  That culture rewards those who proactively seek solutions to problems.  The people are smart and motivated to achieve the client’s needs.  They do plenty of pro bono work; if that is of interest.","Big Law Life and all that that entails.  Professional Staff salaries are below market value across the board.  No matter your contribution; as staff; you will be rewarded signifigantly less than attorneys.",5,"David Hashmall","Partner and Chairman",7,48,52
300707,"Proctor Financial",www.pfic.com,"Insurance Carriers",31,https://media.glassdoor.com/sqll/300707/proctor-financial-squarelogo.png,3.8,Satisfied,3.6,3.6,3.6,3.2,4.0,0.7,8077803,"2015-09-25 11:07:32.743","Data Entry","Troy; MI","Great Company to work for","- Employees were allowed to select the shift they wanted to work from day 1.  - They take care of there employees with generous holiday schedules; employee appreciation week; and company wide luncheons each quarter.  - As a data entry associate you are given assigned work and then you aren't bothered by management unless you make a mistake.","- Having to call on past due accounts that we never received the payment amount when there is a department assigned to gathering this information.  - Having to earn time off based on the hours worked instead of being given a set amount of days off for the year.",5,"Paul Glantz","President and Chief Executive Officer",21,97,3
496365,ProctorU,www.proctoru.com,"Education Training Services",30,https://media.glassdoor.com/sqll/496365/proctoru-squarelogo-1426145118571.png,2.5,OK,3.0,2.8,2.5,2.8,3.4,0.4,8791905,"2015-12-01 12:39:24.05",Employee,,"10/10 Would work there again","Best work culture I have ever had. Great atmosphere. Loved the people. Not sure if they still do bring your dog Fridays but that was always nice as well.","The hours were a little odd sometimes. High turnover so new people in and out a lot.",5,"Don Kassner",President,15,56,44
121312,"Proctor Hospital",www.proctor.org,"Health Care Services & Hospitals",6,https://media.glassdoor.com/sqll/121312/proctor-hospital-squarelogo-1431591985295.png,3.3,OK,3.8,3.4,3.1,3.8,3.2,0.6,4147536,"2014-04-30 10:33:53.79","Corporate Services Clinician",,"Corporate Service Clinician","This is a company that actually cares about employees. Certainly there are politics and that is everywhere. My position involved a lot of travel; public speaking; unusual hours and counseling/coordinating placements over the phone. I would take a job with Proctor again in a New York second.","The toughest part of working for Proctor is that they are the smaller dog on the street so to speak. However; they do offer the only good; 30-day and longer addiction rehabilitation services in this area. So; that is a big plus. There were some of the political BS that you'll have with any company. However; I have to say that when push came to shove; this company had a heart.",5,--,--,--,--,--
464977,"Carnahan Proctor Cross",www.carnahan-proctor.com,Construction,2,,1.5,Dissatisfied,0.0,1.5,2.8,1.5,2.5,0.0,1296869,"2012-01-23 07:17:30.03","Project Manager",,"A once strong company weakening under the weight of top heavy management salaries and directionless marketing.","For the last 25-30 years the company had some pretty good staff and the office environment lent itself to personal growth within the departments and positions.    The CEI department that handles FDOT inspections is still a growing department and consistantly brings work in even in spite of the Engineering and Surveying departments nearing zero workload.    There is a good close-knit group of employees in the various departments that have been with the company through thick and thin and they all seem like genuine people.  IT people do thier best to help with the limitations of the hardware.    The office environment is generally pretty loose and informal.","The company has slowly languished since the economic bust with no clear direction as how to keep afloat.  Top talent across the company started to leave; either by retirement or in the case of younger employees; by taking positions elsewhere.  With those departures the client list of the company shrank and with no clear business strategy no new clients were brought in and older clients were not retained.  Attempts to try to jump into new avenues of work with larger cleints or public sectors are unsucessful as the marketing aspects of the company do not lay the ground work for reaching goals.    Marketing has been generally haphazard without clear goals or direction.    Management does not believe in strengthening current loyal employees and instead brings in other subs on a regular basis at higher payrates than the employees.  Work weeks; benefits and salaries are being cut to allow that and many times the unhandled work load of the subs fall on the employees whom are never credited for thier roles.    Micro-managed ""billability"" models are strictly adhered to and are impossible to meet with the companies workload and expectations.  Management often doesn't agree on how employee times are spent.  Often an employee will get conflicting direction on how to handle a project budget.  Management will often hold numerous non-billable meetings in a week thereby making the billable percentage unattainable and then expect you to answer for your non-billable time the next week.    Management has been short-sighted on technology updates which is causing issues.  Most computers are still running Windows 2000.  AutoCAD is still only on 2004 and their Microstation is still on the 1995 version.  This is already having an affect on functionality and with the ageing server it is only a matter of time before large scale and expensive improvements will need to be made.",2,--,--,--,--,--
735470,"Procter Products",www.proctorp.com,"Metal & Mineral Manufacturing",2,,4,Satisfied,4.7,4.0,4.3,3.3,4.7,1.0,6492006,"2015-05-01 17:48:57.47",Employee,,"plant operations & Supplychain","Work culture; compensation; skill development","Growth; opportunity; instability and profitability",4,--,--,--,--,--
182333,"Procter & Gamble Emergency Response Team",,"Municipal Governments",1,,4,Satisfied,0.0,5.0,4.0,5.0,4.0,1.0,1202473,"2011-11-16 06:02:05.497","Product Technician","Iowa City; IA","Great Company Definitely going to retire here!!","Benefits!! Great structure!! Very Flexible!! Profit sharing!! Dividends and gifts through out the year.   Team bonding nights and etc.  Managers knows everyone by name","Swing shifts for Product technicians; lots of meetings; Change of managers frequently through out career. Sometimes Long hours and weekend work are mandatory.",4,--,--,--,--,--
382480,"Digital Proctor",www.digitalproctor.com,"Computer Hardware & Software",1,,4,Satisfied,0.0,4.0,3.5,4.0,5.0,1.0,836167,"2011-03-02 15:41:33.707","Sales & Marketing Associate","Austin; TX","My experience helped me learn about sales and marketing.","Digital Proctor is a young; entrepreneurial company that has unlimited potential for fast growth. They have great minds there and are making progress in providing universities with increased protection for their online courses; among other business adventures in the technology sector.","Being a young company can be a negative as far as reputation with universities and in other business ventures; but over time they will prove otherwise.",4,--,--,--,--,--
713683,"Proctor & Peake",proctorandpeake.com,Accounting,1,,5,"Very Satisfied",5.0,5.0,4.0,5.0,4.0,1.0,2959910,"2013-08-21 10:04:29.053",Sales/Designer,"Miami; FL","Small business with big business ideas","Clients are treated with respect and consideration. The quality of work and services are outstanding;","Need more employees to help with the work load.",5,"Frances Peake",President,0,0,0

1585,"Freddie Mac",www.freddiemac.com,"Investment Banking & Asset Management",524,https://media.glassdoor.com/sqll/1585/freddie-mac-squarelogo-1444918189861.png,3.2,OK,3.2,2.8,3.4,3.0,3.8,0.6,9010798,"2015-12-27 20:48:01.2","Systems Analyst","McLean; VA","System Analyst Associate","-Great Benefits   -Flexibility    -Mobility","-A lot of red tape  -Hard to incorporate new ideas as getting the approval from upper management is nearly impossible",4,"Donald H. Layton",CEO,165,77,23

655,"The Home Depot",www.homedepot.com,"Home Centers & Hardware Stores",9201,https://media.glassdoor.com/sqll/655/home-depot-squarelogo.png,3.3,OK,3.5,2.9,3.1,3.2,2.9,0.6,6433489,"2015-04-24 18:41:59.373","Merchandising Execution Associate","Loveland; CO","Changed my opinion about retailing","The Home Depot has a solid moral compass. They aren't about sacrificing their ethics for the sake of a sale; which I love. They also hire a diverse group of people and give a lot back to the community. They offer a lot of benefits and little treats for their employees. Although they push their associates to meet quota; they're realistic about what can and can't be accomplished.","Home Depot has two different sides to it. Store associates and those of us considered ""store support"" who are payed by the vendors but work in the stores 100% of the time. I constantly hear about how store associates are stressed out by management and their hours are being rearranged a lot; cut; and they often are stretched thin due to lack of full staffing. ""Store support"" associates who do merchandising have it better than those who work in specific departments. However; you never really gain knowledge unless you have the time to look things up and read packaging.",5,"Craig Menear","President & CEO",1374,78,22
38708,"Home Depot Canada",www.homedepot.ca,"Home Centers & Hardware Stores",332,https://media.glassdoor.com/sqll/38708/home-depot-canada-squarelogo.png,3.6,Satisfied,3.9,3.2,3.4,3.2,3.3,0.7,9004257,"2015-12-26 13:57:01.897",Employee,,"Assistant Store Manager","Opportunity to work with many great people.","Retail hours aren't always very attractive.",5,"Bill Lennie",President,144,84,16
359151,"Home Movie Depot",www.homemoviedepot.com,"Advertising & Marketing",5,https://media.glassdoor.com/sqll/359151/home-movie-depot-squarelogo-1430200643122.png,2.3,Dissatisfied,2.1,1.7,1.5,1.5,2.5,0.3,3183399,"2013-10-15 07:53:54.97",Employee,,"I really loved transfering film to DVDs.","I really enjoyed working there and learning about film.","There were not any cons except the business shut down.",4,"Gerald McKinney",President,0,0,0
819557,"Home Depot Foundation",www.homedepotfoundation.org,"Grantmaking Foundations",2,,3.2,OK,0.0,2.0,0.0,0.0,0.0,0.0,8962160,"2015-12-19 16:13:15.41",Employee,,"MET Associate - Night","Great team atmosphere; safety concious","Low pay - no night pay differential",4,"Craig Menear",President,0,0,0
992485,"Home Health Depot",www.hhdepot.com,"Health Care Services & Hospitals",2,https://media.glassdoor.com/sqll/992485/home-health-depot-squarelogo-1441903027131.png,3.5,Satisfied,5.0,5.0,5.0,4.0,4.0,1.0,8355993,"2015-10-19 12:56:09.58",Employee,"Indianapolis; IN","You Want to Work Here!","- Coworkers are awesome!  - Fun stuff (volunteer events; pizza parties; etc.)  - Good workers get rewarded  - Owners are genuinely engaging and down-to-earth  - Pay and benefits are good  - You get to do work every day that actually improves people's lives","- Training needs to improve (starting to make progress)   - Work can be very demanding since we must be able to meet patient's needs at any time",5,--,--,--,--,--
422027,"Depot Home Magazine",depothome.com.ph,Internet,1,,2,Dissatisfied,0.0,1.5,2.0,1.0,2.0,0.0,1098129,"2011-09-08 07:13:06.07",Employee,,"Overused; Underpaid","opportunity to establish connections with clients  chance to be the manager's 'pet'  occassional free lunch from bosses  young co-employees/ coworkers","lack of proper communication between management and employees  lack of standard rules  asked to work more than what is stated in the job description  promises not fulfilled",2,--,--,--,--,--
1142210,"World Home Depot",www.worldhomedepot.com,,0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
1057822,"ALCO (KS)",www.alcoinc.ca,,0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--
1035446,"Lending Depot",www.lendingdepot.com,,0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

1651,Microsoft,www.microsoft.com,"Computer Hardware & Software",12245,https://media.glassdoor.com/sqll/1651/microsoft-squarelogo.png,3.8,Satisfied,3.7,3.2,4.0,3.6,3.6,0.8,2320868,"2013-01-28 18:20:34.257",Employee,"Redmond; WA","Thoughts after 10 years....","1.  If you love tech; this is a great place.  No doubt you'll talk tech (mostly the MSFT stack) from enterprise to consumer - from PCs to phones to Xboxes - from datacenter to desktop.    2.  What were GREAT benefits are now VERY GOOD (took a small step down) but still probably better than you'll find at 99% of large corporations.  If you've got family - the value of the benefits is even higher.  401k match is nice.    3.  Even with it's struggles MSFT is still a cash printing machine.  This means if you can keep your nose clean and do reasonable work; you can have a stable job; pay your bills; feed your family; and not worry (too much) about layoffs.  The stock you own likely won't tank; but probably won't go up much either.  You'll get a bonus each year and some stock.  It's a decent life if you aren't looking to light the world on fire.","Brand on Your Resume:  After many years of losing market share and struggling to be at the front end of innovation and the fact that there's 90;000 employees; don't think MSFT is necessarily going to be attractive on your resume to more agile and smaller companies.    Managing Your Career:  Make you say this out loud so it registers - 90;000 employees work there.  Double that for vendors.  It is VERY hard to ""stand out"" and move up in the company.  Don't expect your manager to be much of an advocate or enabler to help you meet your career goals - they are basically trying to survive the stack rank every year too.  Not familiar with the stack rank?  Check out the 2012 Vanity Fair article called ""Microsoft's Lost Decade"".",4,"Satya Nadella",CEO,3183,91,9
852441,"Microsoft Innovation Center Tourism Technologies",www.mictt.com,"Research & Development",2,,3.6,Satisfied,3.0,3.0,3.6,3.6,3.6,1.0,8413186,"2015-10-23 23:41:32.767","Software Developer","New York; NY","Development of specialized software","1. This is a prestigious job. 2. High wages. 3. Ability to raise their level of education and knowledge. 4. Training.","1. Insufficient attention is paid to relax the eye. 2. Most organize joint activities outside of work; picnics; travel; visit parks; museums; theaters.",4,"Luis Bendito","General Manager",0,0,0
1101136,"MIC Brussels",www.mic-brussels.be,,1,,4,Satisfied,4.0,4.0,2.0,1.0,4.0,1.0,8506659,"2015-11-02 04:45:55.537","Administrative Assistant","Brussels (Belgium)","Good experience","Excellent work/life balance and a very good working atmosphere. Emplyees are very pleasant to work with and motivated. The activities and event organized by the company are interesting and reflect nice on Microsoft.","Very little carrer opportunities (team is very small). MIC Brussels often has to manage their budget carefully.",4,--,--,--,--,--
1002835,"L.A. Live Theatre",www.nokiatheatrelalive.com,,1,,5,"Very Satisfied",0.0,0.0,0.0,0.0,0.0,1.0,7796637,"2015-09-01 04:32:09.65","Sales and Customer Service Professional","Marietta; GA","Guest Service Representative","It was a fun and exciting environment to work in. I had the opportunity to meet a lot of great people; famous celebrities; professional and non professional athletes and business professional from other parts of the world.","This was an event only job.",5,--,--,--,--,--

